,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35,Malaysia,6.322,1.161,1.258,0.669,0.356,0.059,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36,Spain,6.31,1.251,1.538,0.965,0.449,0.074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37,Colombia,6.26,0.96,1.439,0.635,0.531,0.039,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38,Trinidad & Tobago,6.192,1.223,1.492,0.564,0.575,0.019,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39,Slovakia,6.173,1.21,1.537,0.776,0.354,0.014,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40,El Salvador,6.167,0.806,1.231,0.639,0.461,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41,Nicaragua,6.141,0.668,1.319,0.7,0.527,0.128,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,42,Poland,6.123,1.176,1.448,0.781,0.546,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,43,Bahrain,6.105,1.338,1.366,0.698,0.594,0.123,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,44,Uzbekistan,6.096,0.719,1.584,0.605,0.724,0.259,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,45,Kuwait,6.083,1.474,1.301,0.675,0.554,0.106,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,46,Thailand,6.072,1.016,1.417,0.707,0.637,0.029,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,47,Italy,6,1.264,1.501,0.946,0.281,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,48,Ecuador,5.973,0.889,1.33,0.736,0.556,0.12,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,49,Belize,5.956,0.807,1.101,0.474,0.593,0.089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,50,Lithuania,5.952,1.197,1.527,0.716,0.35,0.006,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,Slovenia,5.948,1.219,1.506,0.856,0.633,0.051,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,Romania,5.945,1.116,1.219,0.726,0.528,0.001,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,53,Latvia,5.933,1.148,1.454,0.671,0.363,0.066,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,54,Japan,5.915,1.294,1.462,0.988,0.553,0.15,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,55,Mauritius,5.891,1.09,1.387,0.684,0.584,0.05,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,56,Jamaica,5.89,0.819,1.493,0.693,0.575,0.031,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,57,South Korea,5.875,1.266,1.204,0.955,0.244,0.051,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,58,Northern Cyprus,5.835,1.229,1.211,0.909,0.495,0.154,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,59,Russia,5.81,1.151,1.479,0.599,0.399,0.025,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,60,Kazakhstan,5.79,1.143,1.516,0.631,0.454,0.121,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,61,Cyprus,5.762,1.229,1.191,0.909,0.423,0.035,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,62,Bolivia,5.752,0.751,1.223,0.508,0.606,0.054,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,63,Estonia,5.739,1.2,1.532,0.737,0.553,0.174,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,64,Paraguay,5.681,0.835,1.522,0.615,0.541,0.074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,65,Peru,5.663,0.934,1.249,0.674,0.53,0.034,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,66,Kosovo,5.662,0.855,1.23,0.578,0.448,0.023,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,67,Moldova,5.64,0.657,1.301,0.62,0.232,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,68,Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.037,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,69,Hungary,5.62,1.171,1.401,0.732,0.259,0.022,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,70,Libya,5.566,0.985,1.35,0.553,0.496,0.148,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,71,Philippines,5.524,0.775,1.312,0.513,0.643,0.105,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,72,Honduras,5.504,0.62,1.205,0.622,0.459,0.074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,73,Belarus,5.483,1.039,1.498,0.7,0.307,0.154,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,74,Turkey,5.483,1.148,1.38,0.686,0.324,0.109,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,75,Pakistan,5.472,0.652,0.81,0.424,0.334,0.113,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,Hong Kong,5.43,1.405,1.29,1.03,0.524,0.291,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,77,Portugal,5.41,1.188,1.429,0.884,0.562,0.017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,78,Serbia,5.398,0.975,1.369,0.685,0.288,0.043,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,79,Greece,5.358,1.154,1.202,0.879,0.131,0.044,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,80,Lebanon,5.358,0.965,1.179,0.785,0.503,0.136,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,81,Montenegro,5.347,1.017,1.279,0.729,0.259,0.081,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,82,Croatia,5.321,1.115,1.161,0.737,0.38,0.039,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,83,Dominican Republic,5.302,0.982,1.441,0.614,0.578,0.106,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,84,Algeria,5.295,0.979,1.154,0.687,0.077,0.135,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,85,Morocco,5.254,0.779,0.797,0.669,0.46,0.074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,86,China,5.246,0.989,1.142,0.799,0.597,0.103,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,87,Azerbaijan,5.201,1.024,1.161,0.603,0.43,0.176,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,88,Tajikistan,5.199,0.474,1.166,0.598,0.292,0.034,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,89,Macedonia,5.185,0.959,1.239,0.691,0.394,0.052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,90,Jordan,5.161,0.822,1.265,0.645,0.468,0.134,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,91,Nigeria,5.155,0.689,1.172,0.048,0.462,0.032,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,92,Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.035,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,93,Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,94,Mongolia,5.125,0.914,1.517,0.575,0.395,0.032,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,95,Vietnam,5.103,0.715,1.365,0.702,0.618,0.079,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,96,Indonesia,5.093,0.899,1.215,0.522,0.538,0.018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,97,Bhutan,5.082,0.796,1.335,0.527,0.541,0.171,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,98,Somalia,4.982,0,0.712,0.115,0.674,0.282,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,99,Cameroon,4.975,0.535,0.891,0.182,0.454,0.043,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,100,Bulgaria,4.933,1.054,1.515,0.712,0.359,0.009,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,101,Nepal,4.88,0.425,1.228,0.539,0.526,0.078,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102,Venezuela,4.806,0.996,1.469,0.657,0.133,0.052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,103,Gabon,4.758,1.036,1.164,0.404,0.356,0.052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,104,Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.076,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,105,South Africa,4.724,0.94,1.41,0.33,0.516,0.056,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,106,Iran,4.707,1.059,0.771,0.691,0.459,0.129,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,107,Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.103,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,108,Ghana,4.657,0.592,0.896,0.337,0.499,0.029,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,109,Senegal,4.631,0.429,1.117,0.433,0.406,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,110,Laos,4.623,0.72,1.034,0.441,0.626,0.174,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,111,Tunisia,4.592,0.9,0.906,0.69,0.271,0.063,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,112,Albania,4.586,0.916,0.817,0.79,0.419,0.032,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,113,Sierra Leone,4.571,0.256,0.813,0,0.355,0.053,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,114,Congo (Brazzaville),4.559,0.682,0.811,0.343,0.514,0.077,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,115,Bangladesh,4.5,0.532,0.85,0.579,0.58,0.144,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,116,Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.05,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,117,Iraq,4.456,1.01,0.971,0.536,0.304,0.095,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,118,Mali,4.447,0.37,1.233,0.152,0.367,0.056,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,119,Namibia,4.441,0.874,1.281,0.365,0.519,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,120,Cambodia,4.433,0.549,1.088,0.457,0.696,0.065,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,121,Burkina Faso,4.424,0.314,1.097,0.254,0.312,0.128,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,122,Egypt,4.419,0.885,1.025,0.553,0.312,0.107,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,123,Mozambique,4.417,0.198,0.902,0.173,0.531,0.158,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,124,Kenya,4.41,0.493,1.048,0.454,0.504,0.055,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,125,Zambia,4.377,0.562,1.047,0.295,0.503,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,126,Mauritania,4.356,0.557,1.245,0.292,0.129,0.093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,127,Ethiopia,4.35,0.308,0.95,0.391,0.452,0.146,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,128,Georgia,4.34,0.853,0.592,0.643,0.375,0.215,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,129,Armenia,4.321,0.816,0.99,0.666,0.26,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,130,Myanmar,4.308,0.682,1.174,0.429,0.58,0.178,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,131,Chad,4.301,0.358,0.907,0.053,0.189,0.06,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,India,4.19,0.721,0.747,0.485,0.539,0.093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,Niger,4.166,0.131,0.867,0.221,0.39,0.099,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,Uganda,4.161,0.322,1.09,0.237,0.45,0.061,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,136,Benin,4.141,0.378,0.372,0.24,0.44,0.067,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,Sudan,4.139,0.605,1.24,0.312,0.016,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,Ukraine,4.103,0.793,1.413,0.609,0.163,0.011,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,139,Togo,3.999,0.259,0.474,0.253,0.434,0.101,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,140,Guinea,3.964,0.344,0.792,0.211,0.394,0.094,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,141,Lesotho,3.808,0.472,1.215,0.079,0.423,0.112,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,142,Angola,3.795,0.73,1.125,0.269,0,0.061,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,143,Madagascar,3.774,0.262,0.908,0.402,0.221,0.049,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,144,Zimbabwe,3.692,0.357,1.094,0.248,0.406,0.099,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,145,Afghanistan,3.632,0.332,0.537,0.255,0.085,0.036,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,146,Botswana,3.59,1.017,1.174,0.417,0.557,0.092,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,147,Malawi,3.587,0.186,0.541,0.306,0.531,0.08,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,148,Haiti,3.582,0.315,0.714,0.289,0.025,0.104,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,149,Liberia,3.495,0.076,0.858,0.267,0.419,0.03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,150,Syria,3.462,0.689,0.382,0.539,0.088,0.144,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,151,Rwanda,3.408,0.332,0.896,0.4,0.636,0.444,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,152,Yemen,3.355,0.442,1.073,0.343,0.244,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,153,Tanzania,3.303,0.455,0.991,0.381,0.481,0.097,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,154,South Sudan,3.254,0.337,0.608,0.177,0.112,0.106,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,155,Central African Republic,3.083,0.024,0,0.01,0.305,0.038,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,156,Burundi,2.905,0.091,0.627,0.145,0.065,0.076,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,Finland,7.769,1.34,1.587,0.986,0.596,0.393,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2,Denmark,7.6,1.383,1.573,0.996,0.592,0.41,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3,Norway,7.554,1.488,1.582,1.028,0.603,0.341,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4,Iceland,7.494,1.38,1.624,1.026,0.591,0.118,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5,Netherlands,7.488,1.396,1.522,0.999,0.557,0.298,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6,Switzerland,7.48,1.452,1.526,1.052,0.572,0.343,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7,Sweden,7.343,1.387,1.487,1.009,0.574,0.373,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,8,New Zealand,7.307,1.303,1.557,1.026,0.585,0.38,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,Canada,7.278,1.365,1.505,1.039,0.584,0.308,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,Austria,7.246,1.376,1.475,1.016,0.532,0.226,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,11,Australia,7.228,1.372,1.548,1.036,0.557,0.29,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12,Costa Rica,7.167,1.034,1.441,0.963,0.558,0.093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,Israel,7.139,1.276,1.455,1.029,0.371,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,Luxembourg,7.09,1.609,1.479,1.012,0.526,0.316,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,United Kingdom,7.054,1.333,1.538,0.996,0.45,0.278,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,Ireland,7.021,1.499,1.553,0.999,0.516,0.31,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,Germany,6.985,1.373,1.454,0.987,0.495,0.265,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,Belgium,6.923,1.356,1.504,0.986,0.473,0.21,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19,United States,6.892,1.433,1.457,0.874,0.454,0.128,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20,Czech Republic,6.852,1.269,1.487,0.92,0.457,0.036,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21,United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.182,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22,Malta,6.726,1.3,1.52,0.999,0.564,0.151,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23,Mexico,6.595,1.07,1.323,0.861,0.433,0.073,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24,France,6.592,1.324,1.472,1.045,0.436,0.183,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25,Taiwan,6.446,1.368,1.43,0.914,0.351,0.097,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,26,Chile,6.444,1.159,1.369,0.92,0.357,0.056,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,27,Guatemala,6.436,0.8,1.269,0.746,0.535,0.078,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,28,Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.132,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,29,Qatar,6.374,1.684,1.313,0.871,0.555,0.167,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,30,Spain,6.354,1.286,1.484,1.062,0.362,0.079,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31,Panama,6.321,1.149,1.442,0.91,0.516,0.054,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,Brazil,6.3,1.004,1.439,0.802,0.39,0.086,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33,Uruguay,6.293,1.124,1.465,0.891,0.523,0.15,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34,Singapore,6.262,1.572,1.463,1.141,0.556,0.453,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35,El Salvador,6.253,0.794,1.242,0.789,0.43,0.074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36,Italy,6.223,1.294,1.488,1.039,0.231,0.03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37,Bahrain,6.199,1.362,1.368,0.871,0.536,0.11,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38,Slovakia,6.198,1.246,1.504,0.881,0.334,0.014,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39,Trinidad & Tobago,6.192,1.231,1.477,0.713,0.489,0.016,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40,Poland,6.182,1.206,1.438,0.884,0.483,0.05,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41,Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.24,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,42,Lithuania,6.149,1.238,1.515,0.818,0.291,0.042,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,43,Colombia,6.125,0.985,1.41,0.841,0.47,0.034,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,44,Slovenia,6.118,1.258,1.523,0.953,0.564,0.057,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,45,Nicaragua,6.105,0.694,1.325,0.835,0.435,0.127,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,46,Kosovo,6.1,0.882,1.232,0.758,0.489,0.006,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,47,Argentina,6.086,1.092,1.432,0.881,0.471,0.05,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,48,Romania,6.07,1.162,1.232,0.825,0.462,0.005,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,49,Cyprus,6.046,1.263,1.223,1.042,0.406,0.041,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,50,Ecuador,6.028,0.912,1.312,0.868,0.498,0.087,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,Kuwait,6.021,1.5,1.319,0.808,0.493,0.097,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,Thailand,6.008,1.05,1.409,0.828,0.557,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,53,Latvia,5.94,1.187,1.465,0.812,0.264,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,54,South Korea,5.895,1.301,1.219,1.036,0.159,0.056,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,55,Estonia,5.893,1.237,1.528,0.874,0.495,0.161,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,56,Jamaica,5.89,0.831,1.478,0.831,0.49,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,57,Mauritius,5.888,1.12,1.402,0.798,0.498,0.06,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,58,Japan,5.886,1.327,1.419,1.088,0.445,0.14,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,59,Honduras,5.86,0.642,1.236,0.828,0.507,0.078,,,,,,,,,,,,,,,,,,,,,
